id	filename	md5	size	state
c4c1816e-6e78-41b3-b844-ee3446d49586	c4c1816e-6e78-41b3-b844-ee3446d49586/84fd007a-5c5d-48f1-81f3-61dec2c8dd7e.htseq.counts.gz	429e379e231e7a61fdf651f6f1660d8a	250785	validated
c5debcd3-c1b3-400e-b99f-874fbcc0125f	c5debcd3-c1b3-400e-b99f-874fbcc0125f/acdf73f3-4e1f-4bfb-800f-8a61ce12c32b.htseq.counts.gz	d79935b70bf136abdcdc25b3b440dcd5	256990	validated
c722409f-04ef-4891-b445-099c89d33582	c722409f-04ef-4891-b445-099c89d33582/071ed165-8ea2-49ac-9bd1-be1b4f29f80e.htseq.counts.gz	428917b9da14578e89b2c26c9379ff46	252378	validated
c786cd45-5593-445f-8579-1bad836d85cb	c786cd45-5593-445f-8579-1bad836d85cb/55f30812-1dc9-4ca8-b3f7-7762de3f961d.htseq.counts.gz	798a6e4e1bb57afa25f488d01ef9e4b4	254532	validated
c927b2fa-4873-4c61-ba2a-af03279c44e2	c927b2fa-4873-4c61-ba2a-af03279c44e2/0c6d1a08-6a3d-40f7-9ac6-7fedc8d08782.htseq.counts.gz	c8ca191e7735f531653ae0a5ae11d5c6	255825	validated
c97dc6d4-50d6-4715-b6b7-05de747a7a0d	c97dc6d4-50d6-4715-b6b7-05de747a7a0d/fde7c419-b8c0-4e04-8512-0e3b8eadebda.htseq.counts.gz	6e89f4e39d47f3383674d5a56888da66	258127	validated
cdaf807b-91c6-4085-9632-c3d6ef9ba70a	cdaf807b-91c6-4085-9632-c3d6ef9ba70a/bd45c0bd-e307-4aa9-bf9d-352c37acdc43.htseq.counts.gz	d6a60513ff8dc24250ae25ded5c3bd1e	244416	validated
cf2bb17a-67c4-4a7f-a291-eef5735d9fcb	cf2bb17a-67c4-4a7f-a291-eef5735d9fcb/073c9799-4af8-4527-b223-6a6d57c3f46d.htseq.counts.gz	e20f4558bf96fc1af84bd5a371e3f8cd	248419	validated
d07c50cf-a6c9-49f1-89de-56295b32895d	d07c50cf-a6c9-49f1-89de-56295b32895d/6f7f4de1-d0f5-4c1e-beb9-b9cad55fdffa.htseq.counts.gz	ee35e47a5edb009a4c1093d6965f9385	255261	validated
d1793d6e-b9ca-455e-aebb-ef16397ee959	d1793d6e-b9ca-455e-aebb-ef16397ee959/b4b6b990-c1b0-4b3d-9a4b-1d9cd25be5eb.htseq.counts.gz	d36886840151b3748f9c54a2727713c0	260110	validated
d1997c91-aa49-4d43-be26-83267b7050c8	d1997c91-aa49-4d43-be26-83267b7050c8/84e725be-9728-4ae0-ad47-202a5584fd13.htseq.counts.gz	e7cdfb0353a73bcaf09a6bff0a2aad42	256883	validated
d1b0dea7-32f9-404c-a905-32984bc85bb5	d1b0dea7-32f9-404c-a905-32984bc85bb5/f11ab3cc-8998-44e2-95c3-f3c3a1e81fba.htseq.counts.gz	ba868cba8f1f773cc716fac71894d6f4	257947	validated
d1b34ed6-00ec-46ab-b09d-0e2da8145736	d1b34ed6-00ec-46ab-b09d-0e2da8145736/dc0a784c-4a4a-4fc5-a265-6f251dc591ac.htseq.counts.gz	6044dfcb938f668ce0f79f7dbf00894e	259907	validated
d1f1f2fd-a279-4c47-b355-46302b8f3997	d1f1f2fd-a279-4c47-b355-46302b8f3997/805c5080-6b01-4077-8512-dda1e44205ba.htseq.counts.gz	46367387f1c416d172211f41640144d7	252990	validated
d31a703f-acf0-4d3a-8217-f22f9170da14	d31a703f-acf0-4d3a-8217-f22f9170da14/7be5c022-7bfe-4e37-a878-07f74508b678.htseq.counts.gz	b6ff2a444b86ae7c2d994c920fdeb4eb	250125	validated
d58ad762-ae82-406f-b7ca-cd891f527db5	d58ad762-ae82-406f-b7ca-cd891f527db5/c2b74b45-b8e5-4099-bcf9-68c34c8eeb73.htseq.counts.gz	2667a0be8a1fe18ddc5e698d19e04b41	254402	validated
d81c789c-8638-46f7-a54d-e1beca866bd5	d81c789c-8638-46f7-a54d-e1beca866bd5/d5f7039e-1966-47a7-8e51-79e0821f5a1e.htseq.counts.gz	ab19d02c0633332f289af2bfc30a52a5	247896	validated
da64aa18-f048-4502-83ea-f8c53d85397d	da64aa18-f048-4502-83ea-f8c53d85397d/e1905f4e-331c-42ac-8a2e-09612ebe8f64.htseq.counts.gz	142144698f849e0992c47de904e5d0b5	253844	validated
dc262eaf-c567-4986-8f49-8333df1995a6	dc262eaf-c567-4986-8f49-8333df1995a6/74f9d946-bd83-4954-ba61-a84c02cef3ec.htseq.counts.gz	bd820bf7bf889726319301a7dcd314ae	254097	validated
df458f28-ef90-44a7-8e39-35a117ba5b54	df458f28-ef90-44a7-8e39-35a117ba5b54/3f166d7e-9fdc-4039-8bba-0964f92241d2.htseq.counts.gz	25025d354bd1d8c698663607c7b7b42d	260733	validated
e0112a34-fee3-43e5-bc56-c93271971a18	e0112a34-fee3-43e5-bc56-c93271971a18/9fb276a6-5621-4c85-b998-4b2ffc5b58ed.htseq.counts.gz	c32e29f898f0373125e583c1a41f0825	250361	validated
e24807b6-0474-49d1-b112-3322e7ca4537	e24807b6-0474-49d1-b112-3322e7ca4537/a058cd82-a65e-43d3-a41f-0da8bc910ba1.htseq.counts.gz	0bc84b68673fc890d37b8e4521e5bf49	254860	validated
e67f4578-2468-461c-b6b9-99fe1824d225	e67f4578-2468-461c-b6b9-99fe1824d225/d7acd6f2-17aa-45f5-bb08-42e3b17fe75c.htseq.counts.gz	37caaa3aefd5103de9faacb9ffc8c141	253629	validated
e686efd8-d213-4daa-9966-77deb44185d1	e686efd8-d213-4daa-9966-77deb44185d1/ef4d1644-8461-49fa-a061-b1715b157f9d.htseq.counts.gz	a9ba213546be658d4f4b22bcb5bc1c11	254259	validated
ec30669a-bf83-44a5-88b7-e65353cb2f5d	ec30669a-bf83-44a5-88b7-e65353cb2f5d/71b51dde-9259-46b2-9d54-1ed8e6f9f50a.htseq.counts.gz	878f28e540e4c0a3650032389636bab9	258794	validated
ee0e94a8-398d-4004-a13a-745b51764123	ee0e94a8-398d-4004-a13a-745b51764123/4413c209-499d-4f71-b930-9e3fc4da1f28.htseq.counts.gz	52b510d54e68c25c5c5c7b595c489806	257030	validated
f0478242-4d56-42e6-8acc-b7394ecde116	f0478242-4d56-42e6-8acc-b7394ecde116/b48daa63-5ee8-49f0-b50e-c27f9151f0bf.htseq.counts.gz	942b281c123638501de1765b8170a1a8	254819	validated
f1a27d31-331f-4cb2-86e2-ba27a3633a2a	f1a27d31-331f-4cb2-86e2-ba27a3633a2a/eef287c6-002b-475a-9483-d7df242a15b6.htseq.counts.gz	32580b63682d1f174065943a772a5270	254442	validated
f6e1e24f-a67f-48af-9b76-f684e2677c4c	f6e1e24f-a67f-48af-9b76-f684e2677c4c/edb1e32c-5a91-4008-9d88-e88b2d8d2fe7.htseq.counts.gz	e10089a133fae42c3a63051e57f8242c	256398	validated
f8679ed2-08d4-4b58-bea4-02ac5d116dfc	f8679ed2-08d4-4b58-bea4-02ac5d116dfc/00aa5b94-7b1a-45e7-9011-491151b67ffd.htseq.counts.gz	11b492bcc928e44dfc28808c7929743f	255492	validated
fd505e94-a6fc-45c4-86f4-7ca98d85a693	fd505e94-a6fc-45c4-86f4-7ca98d85a693/94a44e76-e041-4b2e-9c31-b9b963dc1f67.htseq.counts.gz	c41eaa8111f05d1f8055f8a2fd2cd00d	255188	validated
fe876be1-2ae8-4e02-84c0-129b0bb0f323	fe876be1-2ae8-4e02-84c0-129b0bb0f323/525afeb1-6d21-4066-b5f7-33204831ed7e.htseq.counts.gz	d111cc51691c8bcb7d5e802baa8efd3e	251967	validated
fefd6f6d-666a-4492-bcf3-de98dd05dfcd	fefd6f6d-666a-4492-bcf3-de98dd05dfcd/af992a15-4986-4063-929f-096cde2b16f3.htseq.counts.gz	928da184d87f20b21d5cd462c0948a93	251500	validated
